symbol,spot,return_1m,return_3m,return_6m,volume_ratio,sma50,sma200,above_50d,above_200d,golden_cross,golden_cross_recent,distance_from_52w_high,breakout,technical_score,sector,revenue_growth,earnings_growth,profit_margin,free_cashflow,debt_to_cash,institutional_ownership,analyst_recommendation,analyst_count,sector_5d,rs_percentile,trend_score,trend_reason,trend_state
TSM,428.9100036621094,0.025609734917406257,0.03551422264981863,0.27217043806419694,1.4147491002949213,420.40720031738283,371.8296598815918,True,True,True,False,-0.10189082839340546,False,55.9,Technology,0.36,0.774,0.49923,730826014720.0,0.3037394568940542,0.15484999,strong_buy,19.0,0.008562638359554953,74.84662576687117,58.0,revenue >20%; earnings >20%; analyst consensus positive,TRENDING
PRU,122.0199966430664,0.015873728689375755,0.17978065177744917,0.28820944870816234,0.776850645311262,117.97962646484375,105.49811874389648,True,True,True,False,-0.013596578926496128,False,53.7,Financial Services,0.141,0.892,0.06007,7527750144.0,1.4484105603448276,0.65145,hold,15.0,0.0,76.07361963190185,57.0,near 52w high; earnings >20%,TRENDING
HPQ,32.63999938964844,0.15826824117008598,0.29153256567338603,0.7252534861688946,1.0402404844706883,27.20799991607666,22.537114248275756,True,True,True,False,0.02031883786123423,False,60.2,Technology,0.125,-0.113,0.04143,3389874944.0,2.4799713309470293,0.96084,hold,16.0,0.008562638359554953,91.41104294478528,56.0,RS proxy 91; near 52w high,TRENDING
BAC,62.68000030517578,-3.225563209197091e-06,0.17034732019424226,0.3019557958087973,0.8273746101530136,61.31337066650391,54.28837205886841,True,True,True,False,-0.027930860878727315,False,54.6,Financial Services,0.168,0.341,0.29524,,0.9088202158469112,0.71327,buy,22.0,0.0,77.91411042944786,56.0,near 52w high; earnings >20%; analyst consensus positive,TRENDING
AAPL,319.9700012207031,0.02508224785715618,0.0419924432325649,0.24501295505983545,0.8833619628838463,314.9877679443359,283.4390231323242,True,True,True,False,-0.058321623101851294,False,52.4,Technology,0.164,0.287,0.27618998,107721875456.0,1.351688258424455,0.66431,buy,38.0,0.008562638359554953,71.16564417177914,55.0,earnings >20%; analyst consensus positive,TRENDING
MSFT,499.70001220703125,0.001561904097803879,0.2015280836479112,0.22683156318476594,0.8125069168450099,443.56208435058596,429.37291442871094,True,True,True,False,-0.07057874745467574,False,51.1,Technology,0.177,0.317,0.40305,16545500160.0,1.676314029616911,0.75916,strong_buy,52.0,0.008562638359554953,68.09815950920245,55.0,earnings >20%; analyst consensus positive,TRENDING
QCOM,168.74000549316406,0.0577864618231847,-0.21432630735435465,0.25495622565719955,2.817366941543657,168.43142547607422,166.11623611450196,True,True,True,False,-0.3216277457140986,False,60.8,Technology,-0.04,-0.23,0.21013,10241000448.0,1.8388727861271676,0.83246005,hold,29.0,0.008562638359554953,73.00613496932516,54.5,volume 2.8x,WATCH
INTC,95.80000305175781,-0.04017628098309345,-0.0339820024141414,1.2063566810621271,1.4253198707693584,100.60679992675782,74.15494995117187,False,True,True,False,-0.320278122660135,False,51.2,Technology,0.254,,-0.19794,4866375168.0,1.7000370027509901,0.6261,buy,42.0,0.008562638359554953,95.70552147239265,54.0,RS proxy 96; revenue >20%; analyst consensus positive,WATCH
CRM,259.2300109863281,0.3879638328227599,0.39986573930600877,0.28914489319815484,0.9319038489216185,191.65039978027343,200.0702924346924,True,True,False,False,-0.02133839589781117,False,54.6,Technology,0.108,1.189,0.2199,17731874816.0,3.716215048804112,0.87638,buy,54.0,0.008562638359554953,76.68711656441718,52.0,near 52w high; earnings >20%; analyst consensus positive,WATCH
FCX,72.7300033569336,0.06673515739794444,0.1504897282993647,0.23091431558601627,1.2032993880080585,66.40003662109375,60.73289638519287,True,True,True,False,-0.08985108216908133,False,52.9,Basic Materials,-0.073,0.281,0.113850005,2159249920.0,2.5389706039215687,0.89505994,buy,22.0,-0.01391503712335962,68.71165644171779,52.0,earnings >20%; analyst consensus positive,WATCH
AMZN,258.510009765625,-0.05050319366342737,0.05072556618399782,0.21246658986579114,0.8805961759167011,253.9493994140625,239.12284996032716,True,True,True,False,-0.0898175488867402,False,50.7,Consumer Cyclical,0.196,2.423,0.1744,3219124992.0,2.046012624637119,0.68795997,strong_buy,60.0,-0.019622860168317935,66.25766871165644,52.0,earnings >20%; analyst consensus positive,WATCH
SLB,57.5099983215332,0.12162201774251624,0.053552047217555465,0.2390509576613442,0.812168019962011,50.54430053710937,48.55827854156494,True,True,True,False,-0.03812976643613575,False,51.7,Energy,0.05,-0.297,0.08527,2955124992.0,3.106207658583899,0.9271,buy,29.0,0.022016548288114945,69.93865030674846,51.0,sector inflow proxy; analyst consensus positive,WATCH
USB,63.369998931884766,-0.006895509041477954,0.1476447640225138,0.2330012090965028,0.9444016953023882,63.03346298217773,56.05288927078247,True,True,True,False,-0.031335972094748143,False,52.0,Financial Services,0.104,0.216,0.29896,,1.4165588526940456,0.84611,buy,22.0,0.0,69.32515337423312,50.0,earnings >20%; analyst consensus positive,WATCH
TMO,613.780029296875,0.058204904363315935,0.2994824966668701,0.2251781997059914,1.6571855820081043,570.7336029052734,535.4390718078613,True,True,True,False,-0.03823173857489348,False,54.2,Healthcare,0.105,0.094,0.15036,6237250048.0,10.469733795275591,0.94184,buy,27.0,0.0016942818411320726,67.48466257668711,50.0,analyst consensus positive,WATCH
C,137.72000122070312,0.0291435785609806,0.04491737208713764,0.30550066319232005,0.7654351235820751,134.9438314819336,122.19371852874755,True,True,True,False,-0.04976860686244344,False,54.5,Financial Services,0.155,0.61,0.21832001,,0.8046034058719951,0.82255,none,20.0,0.0,78.52760736196319,46.0,earnings >20%,WATCH
MRK,150.3300018310547,0.17106806535140984,0.25350656750013223,0.31732028745903684,1.001438262492795,134.58959991455077,117.4413673400879,True,True,True,False,-0.03911789860380854,False,55.7,Healthcare,0.051,,0.047659997,15171500032.0,7.549502533328037,0.83198,buy,26.0,0.0016942818411320726,79.14110429447852,44.0,analyst consensus positive,WATCH
SHOP,145.08999633789062,-0.0159387280561768,0.32453893669197553,0.11436251719397195,2.0807745206960675,134.15039993286132,131.30344993591308,True,True,True,True,-0.18948661644503872,False,49.3,,,,,,,,,,,48.466257668711656,36.2,volume 2.1x; recent golden cross,WEAK / MIXED
PANW,333.260009765625,-0.07296442510582546,0.22499549611903435,1.0191457352540518,0.9830197771601302,349.30419982910155,233.0670001220703,False,True,True,False,-0.1584343187736742,False,49.0,,,,,,,,,,,94.47852760736197,34.0,RS proxy 94,WEAK / MIXED
FTNT,156.2899932861328,-0.023858642868381685,0.08024606855191685,0.8679335091002895,0.8071135515741101,158.77719940185546,110.05534980773926,False,True,True,False,-0.09543931942161787,False,47.7,,,,,,,,,,,92.63803680981594,34.0,RS proxy 93,WEAK / MIXED
DDOG,212.92999267578125,-0.07135069601548549,-0.09047032539981892,0.693280259847167,1.250549279239631,249.23460021972656,176.3685752105713,False,True,True,False,-0.2610446045948046,False,48.8,,,,,,,,,,,90.79754601226993,34.0,RS proxy 91,WEAK / MIXED
LRCX,307.6499938964844,0.006148428395071903,0.015123730689405868,0.5445076813061343,1.1619927199789513,321.88379943847656,260.6797444152832,False,True,True,False,-0.29003299233901925,False,47.1,,,,,,,,,,,87.11656441717791,34.0,RS proxy 87,WEAK / MIXED
NET,278.9200134277344,-0.019372005027358807,0.11518936766653387,0.4289666988014045,0.696599810922842,280.227799987793,222.3460501861572,False,True,True,False,-0.1569083071409918,False,45.1,,,,,,,,,,,86.50306748466258,34.0,RS proxy 87,WEAK / MIXED
UNH,397.1400146484375,-0.01690716278839266,-0.0001545849654903675,0.4050312781389884,1.3544112008479274,411.73839904785154,349.1392234802246,False,True,True,False,-0.08985903725592315,False,47.5,,,,,,,,,,,85.88957055214725,34.0,RS proxy 86,WEAK / MIXED
AMAT,454.7099914550781,-0.13703606660071044,0.004825949921960504,0.40346767244546133,0.8430745784647267,533.2680578613281,406.2809383392334,False,True,True,False,-0.370406344843509,False,45.2,,,,,,,,,,,85.2760736196319,34.0,RS proxy 85,WEAK / MIXED
KLAC,185.60000610351562,-0.03835121282484899,-0.03685577187807898,0.38371157417545687,1.3484910535216135,205.59083404541016,171.17077362060547,False,True,True,False,-0.38414439461965144,False,46.8,,,,,,,,,,,84.04907975460122,34.0,RS proxy 84,WEAK / MIXED
MDB,368.739990234375,-0.003405431798986447,0.05132006757476337,0.36333045650221196,1.2755167484449252,373.44519897460935,342.4480997467041,False,True,True,False,-0.2192509187936753,False,45.7,,,,,,,,,,,81.59509202453987,34.0,RS proxy 82,WEAK / MIXED
TXN,258.44000244140625,-0.07169537317770103,-0.08874191026963185,0.3511521046132049,0.9997007214452311,279.3170593261719,237.47607749938965,False,True,True,False,-0.21823994360771248,False,44.3,,,,,,,,,,,80.98159509202453,34.0,RS proxy 81,WEAK / MIXED
REGN,827.719970703125,0.07327524564728183,0.30409392378356914,0.09220680901511535,0.8052953483455682,737.2705139160156,730.3897988891601,True,True,True,True,-0.02853192699535667,False,42.3,,,,,,,,,,,42.944785276073624,33.0,recent golden cross; near 52w high,WEAK / MIXED
SE,112.08999633789062,0.009819786827843568,0.29493992027917093,0.21863440146788293,0.7768645427010779,110.85140045166015,105.79539993286133,True,True,True,False,-0.42956744866213425,False,50.5,,,,,,,,,,,66.87116564417178,32.0,no strong trend confirmations,WEAK / MIXED
VRTX,546.1199951171875,0.1282771656601429,0.2222098147588485,0.19582209419453012,0.976113967150329,508.7641998291016,466.1477496337891,True,True,True,False,-0.021220206447065126,False,50.2,,,,,,,,,,,63.80368098159509,28.0,near 52w high,WEAK / MIXED
DE,693.530029296875,0.12798451467751293,0.19177220852266164,0.18242934433776514,0.651814576377488,618.749091796875,566.1632440185547,True,True,True,False,-0.006930374807268658,False,48.5,,,,,,,,,,,62.57668711656442,28.0,near 52w high,WEAK / MIXED
COP,134.25999450683594,0.15754956662584907,0.15379452394744453,0.16306416066212281,0.7611933143715446,119.63718536376953,111.36168598175048,True,True,True,False,-0.021428589699716616,False,47.7,,,,,,,,,,,58.895705521472394,28.0,near 52w high,WEAK / MIXED
JNJ,275.2300109863281,0.07629936745429511,0.18824338606144186,0.15714690240870377,1.2362690449646971,260.7234878540039,233.50155822753905,True,True,True,False,-0.01149294894095465,False,49.1,,,,,,,,,,,57.668711656441715,28.0,near 52w high,WEAK / MIXED
BMY,66.81999969482422,0.041621170778432415,0.17992459351740275,0.13237748782254388,1.1633127867351705,62.84862228393555,57.3030002784729,True,True,True,False,-0.018651736104730587,False,47.8,,,,,,,,,,,54.601226993865026,28.0,near 52w high,WEAK / MIXED
CVX,208.60000610351562,0.11198280408690886,0.12338101379992206,0.11797293013892785,0.9848908889795688,189.96149322509766,178.2264842224121,True,True,True,False,-0.015015547710410693,False,45.3,,,,,,,,,,,49.693251533742334,28.0,near 52w high,WEAK / MIXED
PFE,28.450000762939453,0.08587786009467147,0.11166291826837194,0.08782014349663281,0.9112268949653792,25.82228946685791,25.45120264053345,True,True,True,False,-0.01964161563862854,False,42.2,,,,,,,,,,,41.717791411042946,28.0,near 52w high,WEAK / MIXED
GILD,151.0,0.15390493119144377,0.17677593415815207,0.062013238548539684,1.1216486628914912,136.60419998168945,133.3744327545166,True,True,True,False,-0.018898811884329292,False,41.6,,,,,,,,,,,37.423312883435585,28.0,near 52w high,WEAK / MIXED
VZ,50.13999938964844,0.06703548837337303,0.12397493373166446,0.012553634397257207,0.9612776332344363,46.28230758666992,44.676054553985594,True,True,True,False,-0.008895053599173308,False,38.8,,,,,,,,,,,31.28834355828221,28.0,near 52w high,WEAK / MIXED
ASML,1714.8800048828125,0.006166507152634004,0.04590119703571305,0.3311017068877087,1.1660468346295025,1750.502734375,1476.9827551269532,False,True,True,False,-0.13689386169286877,False,44.6,,,,,,,,,,,79.75460122699386,24.0,no strong trend confirmations,WEAK / MIXED
GS,1038.6099853515625,0.010766045892995457,0.004829819600994156,0.27620043156528373,0.6901142740480382,1039.0146936035155,939.1981536865235,False,True,True,False,-0.09406831094491341,False,41.2,,,,,,,,,,,75.4601226993865,24.0,no strong trend confirmations,WEAK / MIXED
NVO,46.599998474121094,0.026658006907301024,0.09859099450916298,0.26817908033085014,0.9510152007683499,47.4592041015625,45.05609546661377,False,True,True,False,-0.2352867198259826,False,41.8,,,,,,,,,,,74.23312883435584,24.0,no strong trend confirmations,WEAK / MIXED
CVS,96.73999786376953,0.005404246897416698,0.01468690272664741,0.2601805311581473,0.6213389556472158,100.56056167602539,85.62641254425048,False,True,True,False,-0.11990135880474495,False,40.3,,,,,,,,,,,73.61963190184049,24.0,no strong trend confirmations,WEAK / MIXED
URI,1009.8599853515625,-0.12992401008655352,-0.052602557184385335,0.25209003974620914,1.2673169082942022,1086.4598400878906,924.3656744384766,False,True,True,False,-0.1330334026569331,False,42.4,,,,,,,,,,,72.39263803680981,24.0,no strong trend confirmations,WEAK / MIXED
CSX,49.40999984741211,-0.022775880883774913,0.05437885754889682,0.24398358724039815,0.8069999891708088,50.01655754089356,42.91939516067505,False,True,True,False,-0.06922289717702046,False,39.9,,,,,,,,,,,70.5521472392638,24.0,no strong trend confirmations,WEAK / MIXED
PNC,245.60000610351562,-0.02832722170804869,0.08402191852709828,0.2102648016925437,0.7399475741678536,248.86240325927736,222.14833557128907,False,True,True,False,-0.04424639087510529,False,37.9,,,,,,,,,,,65.6441717791411,24.0,no strong trend confirmations,WEAK / MIXED
CAT,813.9400024414062,-0.05020073098885203,-0.09823292618686807,0.19988600015295965,0.8517207820205894,872.1606896972656,771.1207147216796,False,True,True,False,-0.23424744484874438,False,38.2,,,,,,,,,,,65.03067484662577,24.0,no strong trend confirmations,WEAK / MIXED
DASH,211.72999572753906,-0.007174335640564022,0.350318824022277,0.18172683982444338,1.1028722936305995,203.63080078125,188.4875001525879,True,True,True,False,-0.24849150611738058,False,50.1,,,,,,,,,,,61.963190184049076,22.0,no strong trend confirmations,WEAK / MIXED
BLK,1122.2900390625,-0.006207393484928381,0.12724996643556774,0.18123848238517204,0.9427902985411679,1092.0731994628907,1052.7910995483398,True,True,True,False,-0.0516953815095762,False,49.2,,,,,,,,,,,61.34969325153374,22.0,no strong trend confirmations,WEAK / MIXED
COF,219.60000610351562,0.001706806288553242,0.21976810541276381,0.1790605320512837,1.0010240698452628,211.29977355957033,206.08375862121582,True,True,True,False,-0.1386821831525139,False,49.3,,,,,,,,,,,60.73619631901841,22.0,no strong trend confirmations,WEAK / MIXED
PYPL,54.959999084472656,-0.07835811825165706,0.33436056954094906,0.17686545158104616,0.7738956803122914,54.89063423156738,50.725187149047855,True,True,True,False,-0.27002615099277405,False,48.1,,,,,,,,,,,60.122699386503065,22.0,no strong trend confirmations,WEAK / MIXED
KO,88.06999969482422,0.014047222131692294,0.11523156478621166,0.15846422723881148,1.257300002221272,86.06579956054688,77.88654777526855,True,True,True,False,-0.04261330862025392,False,49.4,,,,,,,,,,,58.282208588957054,22.0,no strong trend confirmations,WEAK / MIXED
SCHW,109.29000091552734,0.018100404237812784,0.233776348812893,0.15511915141088006,0.9388831348893989,104.87098098754883,96.87433395385742,True,True,True,False,-0.03836340124781046,False,47.7,,,,,,,,,,,57.05521472392638,22.0,no strong trend confirmations,WEAK / MIXED
ABBV,256.4599914550781,0.051625852257227045,0.13666962499637347,0.13175531151622932,1.202685977000737,254.05090393066405,225.80344299316405,True,True,True,False,-0.03575594887384892,False,47.7,,,,,,,,,,,53.987730061349694,22.0,no strong trend confirmations,WEAK / MIXED
WFC,89.97000122070312,0.03306929617540333,0.10430227109360923,0.13160734128773854,0.7855964958938775,86.36270248413086,84.15809627532958,True,True,True,False,-0.05123838933317115,False,45.8,,,,,,,,,,,53.37423312883436,22.0,no strong trend confirmations,WEAK / MIXED
FDX,322.5199890136719,0.021052945829872938,-0.021961488085438297,0.12330448101162217,0.6184288509211876,319.44239929199216,290.40182090759276,True,True,True,False,-0.04959486308277805,False,44.7,,,,,,,,,,,52.14723926380368,22.0,no strong trend confirmations,WEAK / MIXED
EOG,145.19000244140625,0.0660059155256838,0.061602040648972345,0.12170457346584174,0.909922239050452,141.2555487060547,127.27374256134033,True,True,True,False,-0.05135576905342176,False,45.7,,,,,,,,,,,51.533742331288344,22.0,no strong trend confirmations,WEAK / MIXED
APD,301.2699890136719,0.004501118716649932,0.07363724297509311,0.12073684702873488,1.0168601046414236,300.07199523925783,280.1799333190918,True,True,True,False,-0.04112165672790258,False,45.9,,,,,,,,,,,50.920245398773,22.0,no strong trend confirmations,WEAK / MIXED
OXY,60.040000915527344,0.07137758627144652,0.059499804850032145,0.11835607023950345,0.8930053556681464,56.1184001159668,52.14371576309204,True,True,True,False,-0.08941240233637127,False,45.2,,,,,,,,,,,50.306748466257666,22.0,no strong trend confirmations,WEAK / MIXED
EMR,152.82000732421875,-0.02276294536038359,0.11018155157861931,0.11273469288894811,0.8639926408709198,149.09136505126952,141.76959102630616,True,True,True,False,-0.06717206273463405,False,44.2,,,,,,,,,,,47.85276073619632,22.0,no strong trend confirmations,WEAK / MIXED
XOM,159.47000122070312,0.03657058749433406,0.07058827506439025,0.06865937929562738,0.8752118337853261,152.28905181884767,143.0744665145874,True,True,True,False,-0.057607700131173556,False,41.2,,,,,,,,,,,39.263803680981596,22.0,no strong trend confirmations,WEAK / MIXED
ABT,108.33000183105469,0.003427220727304059,0.19800867231912278,0.0020729506719887603,1.5060893730978449,104.21499725341796,105.21736248016357,True,True,False,False,-0.1887430291410841,False,40.5,,,,,,,,,,,30.061349693251532,22.0,no strong trend confirmations,WEAK / MIXED
PG,146.44000244140625,-0.003606169795841385,0.006777561150109301,-0.03245396739974771,0.9382783638928067,146.3016098022461,145.8335555267334,True,True,True,False,-0.11098014680312562,False,37.4,,,,,,,,,,,27.607361963190186,22.0,no strong trend confirmations,WEAK / MIXED
NOW,141.25999450683594,0.20374943624722452,0.2562027420227877,0.13607848373234366,0.8286207883685867,117.0197998046875,118.58316993713379,True,True,False,False,-0.2651511332963168,False,46.9,,,,,,,,,,,55.828220858895705,16.0,no strong trend confirmations,WEAK / MIXED
EL,103.86000061035156,0.21900562099795362,0.24820679256742695,0.12829737483096015,0.6763522853735098,88.23221969604492,91.60060359954834,True,True,False,False,-0.12261539814024447,False,45.2,,,,,,,,,,,52.760736196319016,16.0,no strong trend confirmations,WEAK / MIXED
